                     time                     mass                     xmom                     ymom                     zmom                ang mom x                ang mom y                ang mom z                    rho_K                    rho_e                    rho_E
    1.709208112741229e-08         110002330099.687   -8.626588309944814e+18          67.986128651537                        0                        0                        0    1.381760297705128e+20    5.261278884097152e+27    3.856109501525081e+28    4.382237389934839e+28
     1.74675476589627e-08        110036885035.5185   -8.562171975428872e+18        103.5322587006376                        0                        0                        0    1.372105701801967e+20    5.283611403594141e+27      3.8736523343298e+28    4.402013474689251e+28
    1.783658122645423e-08        110070847932.8019   -8.498694541639463e+18        416.2905080169439                        0                        0                        0    1.362654473259907e+20    5.305760692888431e+27     3.89239313286655e+28    4.422969202155387e+28
    1.819484492071488e-08        110103819657.1121   -8.436918372048437e+18        44.54229064285755                        0                        0                        0    1.353508838237182e+20    5.325939217652214e+27    3.912343655773051e+28    4.444937577538227e+28
     1.85397851191153e-08        110135565193.4512    -8.37730332717114e+18        314.6970007419586                        0                        0                        0    1.344727143062525e+20     5.34404779956314e+27    3.932891377884592e+28    4.467296157840892e+28
    1.887685127798014e-08         110166586066.184   -8.318924049874141e+18       -86.23525489866734                        0                        0                        0    1.336167970664477e+20    5.360734855792072e+27    3.953638343181849e+28    4.489711828761069e+28
    1.921036643975038e-08         110197280133.552   -8.261041910521936e+18        126.3701654076576                        0                        0                        0    1.327721127785487e+20      5.3763597345653e+27    3.974447320174944e+28    4.512083293631471e+28
    1.954009856831829e-08        110227626040.8084   -8.203704768403422e+18        -80.0259073972702                        0                        0                        0    1.319402089784882e+20    5.391063326027694e+27    3.995045268480982e+28    4.534151601083735e+28
    1.986585664075178e-08        110257606207.7306   -8.146953334037195e+18        149.8549101054668                        0                        0                        0    1.311181016952144e+20    5.404835689005055e+27    4.015221388002093e+28    4.555704956902573e+28
    2.018772863548019e-08        110287228731.1494   -8.090779393226631e+18       -218.8358475654386                        0                        0                        0    1.303006787167681e+20    5.417645659962075e+27    4.034806462745674e+28    4.576571028741917e+28
    2.050621148032608e-08        110316539344.3263   -8.035102733687409e+18        104.6982577173039                        0                        0                        0    1.294840611889757e+20    5.429261978885299e+27    4.053683881744673e+28    4.596610079633223e+28
    2.082174329850146e-08        110345578368.6166   -7.979852661108408e+18       -148.9429246964864                        0                        0                        0    1.286672978348999e+20    5.440029299133862e+27     4.07169788369558e+28    4.615700813608956e+28
     2.11074606387371e-08        110371873506.8731   -7.929748977257959e+18        264.2501539322548                        0                        0                        0    1.279215535888785e+20     5.44852370661362e+27    4.087335502700672e+28    4.632187873362012e+28
    2.140746384598451e-08        110399483402.0425   -7.877066977701884e+18         250.771012743935                        0                        0                        0    1.271325884299654e+20    5.456757106860356e+27     4.10289465974322e+28    4.648570370429232e+28
    2.171250944027001e-08        110427557358.1758   -7.823424915531545e+18        172.8869446516037                        0                        0                        0    1.263243601617903e+20    5.463303136078793e+27    4.117802649315938e+28    4.664132962923797e+28
    2.200697826287553e-08        110454657912.8578   -7.771573898157029e+18        142.7354280948639                        0                        0                        0    1.255385490322057e+20    5.467714726660771e+27    4.131223121628777e+28    4.677994594294871e+28
    2.228464959729471e-08        110480212561.1071   -7.722620749015618e+18         98.6552280227188                        0                        0                        0    1.247926262411971e+20    5.470500525059759e+27     4.14279784134523e+28     4.68984789385124e+28
    2.255018164983197e-08        110504650006.9662   -7.675755213373731e+18        231.5684488303959                        0                        0                        0     1.24074924590298e+20    5.470939739985698e+27    4.153166372694085e+28    4.700260346692641e+28
    2.279622989880024e-08        110527294319.4153   -7.632284096790016e+18        90.78194694966078                        0                        0                        0    1.234061546646367e+20    5.472264177313183e+27    4.162282234519882e+28    4.709508652251162e+28
    2.301638171981584e-08         110547555331.807   -7.593353136146823e+18        118.4648688556626                        0                        0                        0    1.228048044543033e+20    5.474063969556751e+27    4.170219958712001e+28     4.71762635566765e+28
    2.322500094285599e-08        110566754976.1418   -7.556431740713871e+18       -128.0223415698856                        0                        0                        0    1.222323516998989e+20     5.47495365898972e+27    4.177743914489277e+28    4.725239280388233e+28
    2.343542508446369e-08        110586120730.7423    -7.51916230807005e+18         60.9282036293298                        0                        0                        0    1.216523646287727e+20    5.475197526430467e+27    4.185309185627962e+28    4.732828938271043e+28
    2.365149159079772e-08         110606005763.453   -7.480864423971426e+18        124.2259720563889                        0                        0                        0    1.210540087362772e+20     5.47501717443327e+27    4.193042646754273e+28    4.740544364197612e+28
    2.387267459167127e-08        110626361677.3896   -7.441629959561543e+18       -112.9624636173248                        0                        0                        0    1.204384762162043e+20    5.474839043032345e+27    4.200866076845772e+28    4.748349981149009e+28
     2.40972777633486e-08        110647032356.4854   -7.401758982610152e+18        399.3977133762091                        0                        0                        0    1.198102264547746e+20     5.47404689003262e+27    4.208783996943599e+28    4.756188685946852e+28
    2.432588038612691e-08        110668071113.0649   -7.361148088893198e+18        27.93395252898335                        0                        0                        0    1.191672777115501e+20     5.47268133014203e+27    4.216812267500838e+28    4.764080400514997e+28
    2.455850173239095e-08        110689479720.8043   -7.319793207019458e+18       -111.2627732306719                        0                        0                        0    1.185090781898097e+20    5.470845480478299e+27    4.224944278413189e+28    4.772028826460998e+28
    2.479532194164388e-08        110711274758.3022   -7.277661677955579e+18       -123.4592636376619                        0                        0                        0    1.178345400550234e+20    5.468601197137661e+27    4.233186328022222e+28    4.780046447735969e+28
    2.503505549212735e-08        110733337916.4204   -7.234981825016373e+18       -242.2834967672825                        0                        0                        0    1.171467075712199e+20    5.466030964574942e+27    4.241489066463824e+28    4.788092162921338e+28
    2.527831426145179e-08        110755725507.4788     -7.1916445078428e+18        105.3466072678566                        0                        0                        0    1.164431377738563e+20    5.462763355706043e+27    4.249914756330843e+28    4.796191091901482e+28
    2.552569177585925e-08        110778492154.8848   -7.147543618134283e+18       -23.54835743457079                        0                        0                        0    1.157213086436456e+20    5.459023385096755e+27    4.258467528111407e+28    4.804369866621086e+28
    2.577727172952743e-08        110801645561.1808   -7.102663814761726e+18        323.5122219659388                        0                        0                        0    1.149800992505061e+20    5.454995748948219e+27    4.267137065523807e+28    4.812636640418612e+28
    2.603277834013759e-08        110825160345.5685   -7.057053962831868e+18       -97.01784675940871                        0                        0                        0    1.142190200689241e+20    5.450435003644461e+27    4.275940485899856e+28    4.820983986264245e+28
     2.62915439923222e-08        110848975066.0703   -7.010833104798398e+18       -379.1504924893379                        0                        0                        0    1.134373820168925e+20    5.445421508325715e+27    4.284852653004358e+28    4.829394803836916e+28
    2.655404696013898e-08        110873133739.2043   -6.963915759547415e+18       -128.4532933831215                        0                        0                        0    1.126340714319781e+20     5.44003305032919e+27    4.293883688982173e+28    4.837886994015122e+28
    2.682055646801884e-08        110897661142.2337   -6.916253699015629e+18        74.94639045000076                        0                        0                        0    1.118108426238176e+20    5.433929909755489e+27    4.303077166013309e+28     4.84647015698887e+28
     2.70905960730801e-08        110922513427.1666   -6.867932113589267e+18        -170.957609295845                        0                        0                        0    1.109609360583346e+20    5.427312393479631e+27    4.312399670287666e+28    4.855130909635623e+28
    2.736413874835892e-08        110947688106.6579   -6.818955949211267e+18       -162.1841197013855                        0                        0                        0    1.100613254583998e+20    5.420387619960435e+27    4.321831712637954e+28    4.863870474633985e+28
    2.764133477520918e-08         110973199011.401   -6.769298436514758e+18        230.2019040882587                        0                        0                        0    1.091082299749951e+20    5.412919435435952e+27    4.331402258774721e+28    4.872694202318279e+28
    2.792190119573668e-08        110999020100.2149   -6.719010470090455e+18        56.89893434755504                        0                        0                        0    1.081433736366228e+20    5.405227354086936e+27    4.341072790837478e+28     4.88159552624616e+28
    2.820575202102519e-08         111025143459.368   -6.668107757661614e+18       -573.7499403133988                        0                        0                        0    1.071969024090098e+20    5.397375486437614e+27    4.350834452425835e+28    4.890572001069602e+28
    2.849268949684225e-08        111051550889.1424    -6.61662612567895e+18        48.22524926811457                        0                        0                        0     1.06253083918129e+20    5.389042974922972e+27    4.360711809417626e+28    4.899616106909933e+28
    2.878239959167078e-08        111078213488.5895   -6.564622380082018e+18        587.8620688449591                        0                        0                        0    1.053084154281219e+20     5.38019039784351e+27    4.370695477510127e+28    4.908714517294463e+28
    2.907480735198855e-08        111105124359.5872   -6.512110528923165e+18       -221.1925458014011                        0                        0                        0    1.043639590511716e+20    5.370876732281227e+27    4.380780957860945e+28     4.91786863108903e+28
    2.936951211494644e-08        111132246628.3316   -6.459163178016583e+18        919.2256188690662                        0                        0                        0    1.034183957491036e+20    5.361375779151651e+27    4.390923854274052e+28    4.927061432189197e+28
    2.966618718540406e-08         111159550228.416   -6.405839781289009e+18       -216.4724356671795                        0                        0                        0    1.024723166727549e+20     5.35216005652793e+27    4.401064288529994e+28     4.93628029418282e+28
    2.996502265783806e-08        111187052654.6151   -6.352106935986033e+18        23.74968534335494                        0                        0                        0     1.01524913616238e+20    5.342655575243426e+27    4.411266450921621e+28    4.945532008445992e+28
    3.026559367571949e-08        111214714806.5328   -6.298041798677417e+18        613.8608080535196                        0                        0                        0    1.005776633570853e+20    5.332634998012224e+27    4.421530723566803e+28     4.95479422336802e+28
    3.056807908355922e-08         111242553143.587   -6.243612987275133e+18        133.0956821618602                        0                        0                        0    9.963002858356933e+19    5.322944572595591e+27    4.431777355515508e+28    4.964071812775022e+28
    3.087230148243225e-08        111270551339.4002   -6.188853240708805e+18       -30.57066528685391                        0                        0                        0     9.86826674077097e+19    5.313215664708107e+27    4.442036185792125e+28    4.973357752262917e+28
    3.117777986471967e-08        111298665125.8788    -6.13385003692442e+18        100.6907228110358                        0                        0                        0    9.773618911979543e+19    5.303557168569649e+27    4.452279450069473e+28    4.982635166926465e+28
    3.148471802193253e-08        111326913258.3633   -6.078567573745885e+18       -298.5433556004427                        0                        0                        0    9.678982057689244e+19    5.293982510761505e+27     4.46250805165394e+28    4.991906302730108e+28
    3.179248715560782e-08        111355237867.2738   -6.023119982181071e+18       -357.7316026212648                        0                        0                        0    9.584529430249947e+19    5.283971630608984e+27    4.472746265704546e+28     5.00114342876544e+28
    3.210139043930745e-08        111383666854.2793   -5.967453531488039e+18       -205.5595047967508                        0                        0                        0    9.490171960386847e+19    5.273609216636926e+27    4.482977104253068e+28    5.010338025916722e+28
    3.241107710369602e-08        111412167937.3763   -5.911632324322801e+18       -289.6198700419627                        0                        0                        0    9.395981236844529e+19    5.263776397657089e+27    4.493136615425802e+28      5.0195142551915e+28
    3.272123662749518e-08        111440712538.6705   -5.855713222154529e+18       -27.75724491104484                        0                        0                        0    9.302055536363872e+19    5.255792365122636e+27    4.503047833632106e+28    5.028627070144405e+28
    3.303232687365427e-08         111469342796.205   -5.799614493205513e+18        127.9855618532747                        0                        0                        0    9.208244022274438e+19    5.249427510764248e+27    4.512671130551974e+28    5.037613881628421e+28
    3.333739829203944e-08        111497419128.9819   -5.744590504915038e+18        147.2979973554611                        0                        0                        0    9.116639622574798e+19    5.243723477145305e+27    4.521934883895362e+28     5.04630723160992e+28
    3.362957888787369e-08        111524309093.5776    -5.69188249496423e+18        6.373051345348358                        0                        0                        0    9.029265096356492e+19     5.23846388354421e+27    4.530727268916005e+28    5.054573657270413e+28
     3.39248484874271e-08        111551483345.3636   -5.638608982359015e+18       -88.36242979206145                        0                        0                        0    8.941327592262186e+19    5.233629997537206e+27    4.539528287410128e+28    5.062891287163821e+28
    3.422113927066246e-08        111578751578.7265   -5.585143604096185e+18       -19.71878807619214                        0                        0                        0    8.853463873439605e+19    5.229252827766151e+27    4.548287899591059e+28    5.071213182367672e+28
    3.452117236137109e-08        111606364224.1306    -5.53099591018482e+18        238.7349152378738                        0                        0                        0    8.764892883107296e+19    5.225303867620725e+27    4.557091947172221e+28    5.079622333934301e+28
    3.482457884588007e-08         111634287329.713   -5.476232986737539e+18       -169.0808577798307                        0                        0                        0    8.675767895363563e+19      5.2210900312867e+27    4.566000650587294e+28    5.088109653715968e+28
    3.513103348309385e-08         111662490962.885   -5.420914022363804e+18       -233.5966622941196                        0                        0                        0    8.586267768730504e+19    5.217172312800237e+27    4.574956973681863e+28    5.096674204961873e+28
    3.544001516221492e-08        111690927164.7779   -5.365133554378856e+18       -170.9600981920958                        0                        0                        0    8.496663593598296e+19     5.21376922131329e+27    4.583928016571108e+28    5.105304938702421e+28
    3.575175434703491e-08        111719617145.4352   -5.308850392222657e+18        41.21109899878502                        0                        0                        0    8.407054277802608e+19     5.21027191601532e+27    4.592986619549476e+28    5.114013811151014e+28
    3.606619243155634e-08        111748555511.2299   -5.252075445452511e+18        139.1516982316971                        0                        0                        0    8.317884678848664e+19    5.206847254167541e+27    4.602119391406562e+28    5.122804116823322e+28
    3.638160174510191e-08        111777583261.1741   -5.195121122717348e+18        41.05965410172939                        0                        0                        0     8.23138617526195e+19    5.203851470333255e+27    4.611247332665756e+28    5.131632479699059e+28
    3.669740071510761e-08        111806646871.9817    -5.13809313843416e+18       -8.425773322582245                        0                        0                        0    8.148495023147696e+19    5.201164389589717e+27    4.620371262732362e+28    5.140487701691312e+28
    3.701359370605836e-08        111835746745.3249   -5.080991433620822e+18        839.9303146898746                        0                        0                        0    8.067540242705709e+19    5.198067551438337e+27    4.629567560704531e+28    5.149374315848326e+28
    3.733015784107126e-08        111864880775.7984   -5.023820734169496e+18        35.11946707218885                        0                        0                        0    7.987341915701646e+19    5.195453095243073e+27     4.63874818164087e+28     5.15829349116516e+28
    3.764713172294355e-08        111894052516.0948   -4.966574497159105e+18       -170.4612402394414                        0                        0                        0    7.907666641495025e+19    5.193132364850404e+27    4.647936015385082e+28    5.167249251870144e+28
    3.796470121512774e-08        111923279071.5995   -4.909219488700396e+18        64.42448605969548                        0                        0                        0    7.828249451601682e+19    5.190302711932269e+27    4.657217907709132e+28    5.176248178902347e+28
    3.828256424718257e-08        111952532642.1655     -4.8518105721458e+18       -50.71749150753021                        0                        0                        0    7.749031230776179e+19    5.187693496448598e+27    4.666510692994443e+28    5.185280042639284e+28
    3.860076346440673e-08        111981817152.5253   -4.794340474831931e+18        851.6916697323322                        0                        0                        0    7.670214109377544e+19    5.185540283395939e+27    4.675796816648153e+28     5.19435084498772e+28
    3.891925278706646e-08        112011128361.8682   -4.736818094436819e+18         593.522047072649                        0                        0                        0    7.591744828528932e+19    5.182488151996046e+27    4.685209594269262e+28     5.20345840946885e+28
    3.923800289413262e-08        112040463571.7217   -4.679249216258891e+18       -87.05852241441607                        0                        0                        0    7.512605368644713e+19    5.179919159518523e+27    4.694603714119939e+28    5.212595630071812e+28
    3.955696258474668e-08        112069818069.9683   -4.621643399746228e+18        249.4816684871912                        0                        0                        0     7.43221525353117e+19    5.177505883279231e+27    4.704012344645017e+28    5.221762932972933e+28
     3.98760996793936e-08        112099188895.0629   -4.564006872181886e+18       -506.6345837451518                        0                        0                        0    7.350906274855946e+19    5.174327618048051e+27    4.713515741835556e+28    5.230948503640315e+28
    4.019531325312948e-08         112128566758.681   -4.506358387020945e+18        954.7105764821172                        0                        0                        0    7.268953074198895e+19    5.171517774223795e+27     4.72299361712735e+28    5.240145394549693e+28
    4.051454910419432e-08        112157946672.5261   -4.448708031278258e+18       -220.0048327669501                        0                        0                        0    7.186365330557583e+19    5.168877154215405e+27    4.732455971146966e+28    5.249343686568526e+28
    4.083376937958425e-08        112187325152.9108   -4.391062722638142e+18        517.8995696157217                        0                        0                        0    7.103227704189321e+19    5.165077587045961e+27    4.742024055174472e+28    5.258531813879065e+28
    4.114771409794912e-08        112216218113.2314   -4.334372433638045e+18       -49.48205173760653                        0                        0                        0    7.020929228492395e+19    5.161968489782456e+27    4.751352899956274e+28    5.267549748934509e+28
     4.14572423700212e-08        112244704619.1666   -4.278482171697256e+18       -227.9175374638289                        0                        0                        0    6.939283630901771e+19    5.158191087384572e+27    4.760611552275209e+28    5.276430661013614e+28
    4.175897353375922e-08        112272473541.6279    -4.22400242945094e+18       -208.0239526294172                        0                        0                        0    6.859228252013986e+19    5.154561801036164e+27    4.769624020722903e+28    5.285080200826495e+28
    4.206008084516652e-08        112300185049.7112   -4.169638152041114e+18        108.1008848845959                        0                        0                        0    6.778889029850528e+19    5.151192052169058e+27    4.778587712208086e+28    5.293706917424947e+28
    4.236510465153845e-08        112328257000.6592   -4.114569892740139e+18        12.56340138614178                        0                        0                        0    6.697047912137359e+19    5.147804345086661e+27    4.787663610799868e+28      5.3024440453085e+28
    4.267202157452179e-08        112356503178.9153    -4.05916318875031e+18        512.1465683430433                        0                        0                        0    6.614253165746446e+19    5.144411436681522e+27    4.796803616788385e+28    5.311244760456505e+28
    4.298049182039062e-08        112384892312.5831     -4.0034795536024e+18        323.9533011800377                        0                        0                        0    6.530591440887071e+19    5.140791339086061e+27    4.806026558107046e+28    5.320105692015606e+28
     4.32910499693007e-08        112413473600.1435   -3.947422756610598e+18        272.6987794933375                        0                        0                        0    6.445931556395214e+19     5.13735779147832e+27    4.815303513241102e+28    5.329039292388911e+28
    4.360393566276568e-08        112442269096.2845   -3.890949782378883e+18        134.4079793766141                        0                        0                        0    6.360214322459476e+19    5.134019500690079e+27    4.824646884963964e+28    5.338048835032921e+28
    4.391891117293193e-08        112471256922.4361   -3.834103645776908e+18        50.30669797956944                        0                        0                        0    6.273518483742614e+19    5.130130859182943e+27    4.834108890678429e+28    5.347121976596698e+28
      4.4235829052518e-08        112500423508.7303   -3.776911160889879e+18        29.85797601938248                        0                        0                        0    6.185902326821029e+19    5.126540352442529e+27    4.843603070416922e+28    5.356257105661147e+28
    4.455448545491505e-08        112529750094.7556   -3.719409482942061e+18          273.93320530653                        0                        0                        0    6.097425493152285e+19    5.123109978924453e+27     4.85311560027688e+28    5.365426598169256e+28
    4.487448768525077e-08        112559200540.0179   -3.661669682094476e+18        153.2420204728842                        0                        0                        0    6.008186525816168e+19    5.119666843282559e+27       4.862578247058e+28    5.374544931386217e+28
    4.519601516468063e-08        112588791357.0047   -3.603659362367513e+18         -11.280468178913                        0                        0                        0     5.91810658934539e+19    5.116361321938237e+27    4.871989367333638e+28    5.383625499527474e+28
    4.551552261115442e-08        112618196266.3187   -3.546018178202507e+18        434.5703516639769                        0                        0                        0    5.828204251288344e+19     5.11227653651486e+27    4.881384104990085e+28      5.3926117586415e+28
    4.583792669802426e-08        112647867759.2414   -3.487859360030095e+18        276.4934397339821                        0                        0                        0     5.73691072429307e+19    5.108423742398788e+27    4.890833388400732e+28    5.401675762640574e+28
    4.616297051048551e-08        112677782191.3899   -3.429229525336381e+18        214.2319994419813                        0                        0                        0    5.642642279668218e+19    5.104173484194909e+27    4.900399459547981e+28    5.410816807967393e+28
     4.64889539194141e-08        112707783096.4804   -3.370435424709308e+18       -44.86971344053745                        0                        0                        0    5.544952886927206e+19    5.099748808270936e+27    4.910006709557307e+28    5.419981590384362e+28
    4.681600452399522e-08        112737882217.7211   -3.311454074355015e+18        264.0358179658651                        0                        0                        0    5.444928741021521e+19    5.095273350716702e+27    4.919639381663434e+28     5.42916671673511e+28
    4.714428940835086e-08        112768094932.1984   -3.252255369219266e+18        313.0324247404933                        0                        0                        0    5.343199226775237e+19    5.090455568571958e+27    4.929324864828375e+28    5.438370421685544e+28
    4.747338473161814e-08        112798382232.9892   -3.192915914586427e+18       -136.2638978660107                        0                        0                        0    5.240237671251326e+19     5.08563076358685e+27    4.939029032384869e+28    5.447592108743533e+28
    4.780343324980676e-08        112828757258.2151   -3.133410652839524e+18        222.8293393609347                        0                        0                        0    5.136327746712682e+19    5.080190271940789e+27    4.948823783943335e+28    5.456842811137295e+28
    4.813433739978961e-08        112859211028.9464    -3.07375778929661e+18       -442.0415866971016                        0                        0                        0     5.03151228711493e+19    5.075529443629617e+27    4.958568597199373e+28    5.466121541562285e+28
    4.846593216448564e-08        112889728358.3308   -3.013985357754029e+18        -213.168543368578                        0                        0                        0    4.925764363181621e+19    5.069657806928998e+27    4.968460017859669e+28    5.475425798552566e+28
    4.879817037573102e-08        112920304905.3882   -2.954096044996359e+18        21.59214208368212                        0                        0                        0    4.819240006004161e+19    5.064284728389148e+27    4.978328550375393e+28    5.484757023214281e+28
     4.91309085800503e-08        112950927467.8081    -2.89411160830403e+18        83.97929474338889                        0                        0                        0    4.712030095306755e+19    5.058516989360258e+27    4.988256687749459e+28    5.494108386685416e+28
    4.946407893787588e-08        112981589802.1795   -2.834054639075513e+18        211.7813587859273                        0                        0                        0      4.6043389303784e+19    5.053273035253733e+27    4.998154170467642e+28    5.503481473992958e+28
    4.979776239305625e-08        113012299357.9266   -2.773957583080833e+18        457.7072798907757                        0                        0                        0     4.49657545569133e+19    5.046428898160025e+27    5.008241557244009e+28    5.512884447059982e+28
    5.013182114527488e-08        113043043453.0108   -2.713951302760591e+18        482.3044210746884                        0                        0                        0     4.38921975684366e+19    5.041409453550192e+27    5.018170741337498e+28    5.522311686692513e+28
    5.046606248689158e-08        113073804352.1625   -2.654223956797068e+18        392.7501692995429                        0                        0                        0    4.282498815616478e+19    5.034601441867279e+27    5.028294820576924e+28    5.531754964763646e+28
    5.080053078535787e-08        113104586138.6071   -2.594931340607068e+18        313.9262743592262                        0                        0                        0    4.176740151944493e+19    5.028908144954628e+27     5.03833012661298e+28     5.54122094110841e+28
    5.113521343741405e-08         113135387652.441   -2.536217593896248e+18        98.22791425138712                        0                        0                        0    4.072709118467113e+19    5.022000930674915e+27    5.048501746042403e+28    5.550701839109823e+28
    5.147005836991968e-08        113166204101.2694   -2.478195191884818e+18        221.2530933171511                        0                        0                        0    3.970927502944547e+19    5.015826209703013e+27    5.058606940504253e+28    5.560189561474514e+28
    5.180532358607629e-08        113197059229.6427   -2.420883697755912e+18        2.894420266151428                        0                        0                        0    3.871182047468126e+19    5.008338200901334e+27    5.068856139403165e+28    5.569689959493293e+28
    5.214077054091671e-08        113227931083.7906    -2.36435914479228e+18        114.7066809684038                        0                        0                        0    3.773305836436624e+19    5.001423853647387e+27    5.079051303423585e+28    5.579193688788279e+28
     5.24764465476607e-08        113258824018.0431   -2.308632851485609e+18        63.72933003306389                        0                        0                        0     3.67717734568532e+19    4.994498444692379e+27    5.089259459719155e+28    5.588709304188342e+28
    5.281250200809383e-08        113289751874.1778   -2.253692533102886e+18        528.9463500534184                        0                        0                        0    3.582685412089785e+19    4.987458787689927e+27    5.099496172953917e+28     5.59824205172284e+28
    5.314875911440163e-08        113320698288.1856    -2.19957395532712e+18        -254.199317805469                        0                        0                        0    3.489836576605815e+19    4.980675041455697e+27      5.1097208863617e+28    5.607788390507265e+28
     5.34852803103029e-08        113351669006.8868   -2.146267548293816e+18         60.9126493036747                        0                        0                        0    3.398627442291683e+19    4.974167355208503e+27    5.119937705159725e+28    5.617354440680583e+28
    5.382215736185919e-08        113382672475.6955   -2.093755199005834e+18        165.1997337713838                        0                        0                        0    3.309015598682681e+19    4.967513807583552e+27     5.13018657886266e+28    5.626937959620986e+28
    5.415915493699072e-08          113413687036.53   -2.042066542420951e+18        441.5272638350725                        0                        0                        0    3.221051154614805e+19    4.961200195222883e+27    5.140421574672752e+28    5.636541594194968e+28
    5.449627349481718e-08         113444712731.644   -1.991192255699045e+18       -18.14481517672539                        0                        0                        0    3.134731430971047e+19    4.955172908276511e+27    5.150641799841328e+28    5.646159090668944e+28
    5.483353552538145e-08        113475751630.8408   -1.941119306588631e+18        154.2318422943354                        0                        0                        0     3.05006698830548e+19    4.948863044339805e+27    5.160898973548999e+28    5.655785277982968e+28
    5.517092702755617e-08         113506802445.569   -1.891839850529359e+18        83.50804691016674                        0                        0                        0    2.967088279992846e+19    4.943050896232968e+27    5.171117081445519e+28    5.665422171068784e+28
    5.550888002280122e-08        113537904935.6274   -1.843281956039587e+18        378.5233028680086                        0                        0                        0     2.88568884994247e+19    4.936870786557541e+27     5.18138760581715e+28    5.675074684472865e+28
    5.584729439645742e-08        113569049887.2637   -1.795451753969655e+18        81.69557863473892                        0                        0                        0    2.805820933794431e+19    4.930700248608679e+27    5.191675058962346e+28    5.684745083823174e+28
    5.618545270921935e-08        113600171273.1037   -1.748438909191495e+18       -149.9056153893471                        0                        0                        0    2.728207905498663e+19    4.924768831503631e+27    5.201937139094896e+28    5.694414022245283e+28
    5.652348073777308e-08        113631280668.6277   -1.702211921343959e+18        201.8670266382396                        0                        0                        0    2.654202799428722e+19    4.918510237721314e+27    5.212226172949957e+28    5.704077196722076e+28
    5.686178078642166e-08        113662415098.7048   -1.656703711708962e+18        75.10349752753973                        0                        0                        0    2.583216002607365e+19    4.912591463690532e+27    5.222460339367414e+28    5.713719485736438e+28
    5.719979829945175e-08        113693523526.4641   -1.611976529642409e+18        203.8324626088142                        0                        0                        0    2.515095839690803e+19    4.906708966032257e+27    5.232623067997164e+28    5.723293964600356e+28
    5.753264209989686e-08        113724155807.1065   -1.568647823043312e+18       -194.3960448764265                        0                        0                        0    2.450842822695371e+19     4.90034191176267e+27    5.242651970229911e+28    5.732686161406152e+28
     5.78653692331858e-08        113754777350.6375   -1.526030626059197e+18        349.4040370285511                        0                        0                        0    2.389023767872557e+19    4.894512063437925e+27    5.252623186221481e+28    5.742074392565282e+28
    5.820326390064293e-08        113785874472.6729   -1.483452131512984e+18        344.9008240401745                        0                        0                        0    2.328070226470921e+19    4.887848444236504e+27    5.262847439829495e+28    5.751632284253151e+28
    5.854092180975079e-08        113816949805.3638   -1.441596762375739e+18        430.0051322253421                        0                        0                        0    2.268753136065054e+19    4.881928642833748e+27      5.2730240928009e+28    5.761216957084233e+28
    5.887862923155955e-08        113848029694.8078   -1.400416636368713e+18        730.1135083213449                        0                        0                        0    2.210995160411826e+19    4.875285018983546e+27    5.283277522404285e+28     5.77080602430256e+28
    5.921617936825573e-08        113879095108.9883   -1.359925029322586e+18       -192.3741892874241                        0                        0                        0    2.154607291392029e+19    4.869174151042973e+27    5.293439375829204e+28    5.780356790933467e+28
    5.955343484487605e-08        113910133405.0125   -1.320125651081214e+18       -205.9232174828649                        0                        0                        0    2.099459551040168e+19    4.862602761894226e+27    5.303605212203973e+28    5.789865488393388e+28
    5.989078706327001e-08        113941180604.3758   -1.280960482246803e+18        400.3346240520477                        0                        0                        0    2.045400748489302e+19    4.855979140591235e+27    5.313768653577671e+28    5.799366567636768e+28
    6.022813169423035e-08        113972227105.4525   -1.242430819767583e+18       -25.79573860764503                        0                        0                        0    1.992396199286215e+19    4.849400477992694e+27    5.323929867923702e+28    5.808869915722953e+28
    6.056527161838055e-08        114003254766.9516   -1.204547708131952e+18        536.8023482616991                        0                        0                        0    1.940424773398677e+19    4.842454154501975e+27    5.334142034611652e+28    5.818387450061806e+28
    6.090036229934337e-08        114034093832.5022   -1.167501621736057e+18        350.6101687401533                        0                        0                        0    1.889693144411236e+19    4.836082539367861e+27    5.344253355496755e+28    5.827861609433509e+28
    6.123240491014137e-08        114064652378.0591   -1.131379057584429e+18       -365.1114496588707                        0                        0                        0    1.840379489998902e+19    4.828683540846227e+27    5.354370600648557e+28     5.83723895473317e+28
     6.15641406409036e-08        114095182680.8325     -1.0958630974577e+18         150.275103576947                        0                        0                        0    1.792031916581052e+19    4.822117671992237e+27     5.36437967363596e+28    5.846591440835141e+28
    6.189648804882458e-08        114125769277.4783   -1.060846554531938e+18        137.1896060705185                        0                        0                        0    1.744314381214338e+19    4.814518993631595e+27    5.374497084646904e+28    5.855948984010016e+28
     6.22289059612005e-08        114156362362.7903   -1.026378715548342e+18         171.420069232583                        0                        0                        0    1.697206223434745e+19    4.807433609319357e+27    5.384572029022271e+28    5.865315389954187e+28
    6.256106907257918e-08        114186931998.2566     -9.9248355404013e+17        271.4331349730492                        0                        0                        0    1.650719185768316e+19    4.799400598100795e+27    5.394750991839728e+28    5.874691051649808e+28
    6.289257182184704e-08         114217440859.277   -9.591911008203377e+17        43.52350804861635                        0                        0                        0    1.604843333007815e+19    4.792403903727349e+27    5.404823537183403e+28    5.884063927556106e+28
