                     time                     mass                     xmom                     ymom                     zmom                ang mom x                ang mom y                ang mom z                    rho_K                    rho_e                    rho_E
    6.322369641703502e-08        114247914918.0214   -9.264616007220808e+17         373.933145603165                        0                        0                        0    1.559236764658725e+19     4.78365554580491e+27    5.415079659133792e+28    5.893445213714259e+28
    6.355568342205466e-08        114278468346.0674   -8.941648284676972e+17        51.04205937311053                        0                        0                        0    1.513451280071483e+19    4.776672624628426e+27    5.425190474423935e+28    5.902857736886733e+28
    6.388884782730581e-08        114309130132.6116   -8.622662571209667e+17        603.1214656531811                        0                        0                        0    1.467540404224879e+19    4.768033109936817e+27    5.435511878349209e+28    5.912315189342845e+28
    6.422294669160211e-08        114339877919.2905   -8.307853701807995e+17        278.0700137764215                        0                        0                        0    1.421764350829108e+19    4.760458259760163e+27    5.445769135806083e+28      5.9218149617821e+28
    6.455820952831952e-08         114370732828.679    -7.99694484365311e+17        250.6065964698792                        0                        0                        0    1.376268320297769e+19    4.752757289793561e+27    5.456079544124863e+28    5.931355273104218e+28
    6.489519353487567e-08        114401746140.7706   -7.689423928535235e+17       -70.68006019294262                        0                        0                        0    1.331099748831552e+19    4.744477417277079e+27    5.466519890469808e+28    5.940967632197505e+28
    6.523343984139986e-08        114432875624.8525   -7.385690489249761e+17       -143.3445489704609                        0                        0                        0    1.286404133235591e+19    4.737239916108621e+27    5.476906730071591e+28    5.950630721682418e+28
    6.557281655355224e-08        114464109142.4255   -7.085830594192026e+17        83.11024516820908                        0                        0                        0    1.242242028122502e+19    4.729100978358709e+27    5.487422280286103e+28    5.960332378121965e+28
    6.591375170251244e-08        114495486086.0547   -6.789440152006451e+17        19.55816061422229                        0                        0                        0    1.198613862462623e+19    4.721398039058564e+27    5.497944771058208e+28    5.970084574964085e+28
    6.625620343943258e-08         114527002604.307   -6.496537383811005e+17       -101.0111050903797                        0                        0                        0    1.155444159963987e+19    4.713345198757686e+27    5.508550295179402e+28    5.979884815055145e+28
    6.659988465668415e-08        114558632274.0929   -6.207342515343739e+17        28.20485165715218                        0                        0                        0    1.111988549311809e+19    4.705610117928469e+27    5.519162985189235e+28    5.989723996982042e+28
    6.694474952513017e-08        114590370877.6656   -5.921861089965911e+17       -212.8276558816433                        0                        0                        0    1.067773308835628e+19    4.697868921497139e+27    5.529809782423635e+28    5.999596674573324e+28
    6.729105756706231e-08        114622242299.3806   -5.639846889356787e+17        50.05730473995209                        0                        0                        0    1.023215396939774e+19    4.689446961156154e+27    5.540572004997749e+28    6.009516701113374e+28
    6.763872897522656e-08        114654239194.4168   -5.361337408112184e+17        339.1177200078964                        0                        0                        0    9.779755018044658e+18    4.681969646231824e+27    5.551283583697467e+28    6.019480548320623e+28
    6.798742596424937e-08        114686330475.7107   -5.086566800448492e+17        39.34147773683071                        0                        0                        0    9.317540322307547e+18    4.673832114684966e+27    5.562089037170808e+28    6.029472248639282e+28
    6.833739926328419e-08        114718539218.3675   -4.815298159099761e+17          24.263039290905                        0                        0                        0    8.847495881892299e+18    4.665079153870626e+27    5.572992882063156e+28    6.039500797450169e+28
    6.868890563497118e-08        114750889052.7665   -4.547301626757417e+17        87.24426805973053                        0                        0                        0    8.371181658196181e+18    4.657487519027389e+27    5.583830477517884e+28    6.049579229420585e+28
    6.904161819123752e-08        114783349894.7448   -4.282792670531794e+17       -149.9913018345833                        0                        0                        0    7.891826520432771e+18    4.649435415439202e+27    5.594758433524904e+28    6.059701975068832e+28
    6.939548149050285e-08        114815916641.9029   -4.021770342846254e+17        383.0207190513611                        0                        0                        0     7.41374408628478e+18    4.640741663324331e+27    5.605763522975915e+28    6.069837689308299e+28
    6.974462418283454e-08        114848048942.1636   -3.768415029875692e+17          322.45102673769                        0                        0                        0     6.94560878368204e+18     4.63296888388777e+27    5.616499360610511e+28    6.079796248999241e+28
    7.008746069084061e-08        114879600871.6683   -3.523599995300588e+17        278.9172701239586                        0                        0                        0     6.49135020081895e+18    4.625069176540891e+27    5.627045488671906e+28    6.089552406325983e+28
     7.04333151549942e-08        114911430549.7135   -3.280531301341655e+17       -468.8776662349701                        0                        0                        0    6.040877565676573e+18     4.61714243141771e+27    5.637691345943256e+28    6.099405589085039e+28
     7.07872124952348e-08        114944000429.7305    -3.03578483853398e+17        11.20597159862518                        0                        0                        0    5.586380277983543e+18    4.608946434222414e+27     5.64862915868514e+28    6.109523802107374e+28
    7.114698989872425e-08        114977111463.7283   -2.791007600903603e+17       -103.0514871478081                        0                        0                        0    5.130133330351137e+18    4.600810199697921e+27    5.659784883269122e+28    6.119865903238871e+28
     7.15079591554898e-08        115010332186.3671   -2.549421788515402e+17        408.4336022436619                        0                        0                        0    4.678163501252952e+18    4.593191245756574e+27    5.670926659185988e+28    6.130245783761627e+28
     7.18594275226223e-08         115042678523.131   -2.317963860537482e+17        423.4852437674999                        0                        0                        0    4.243455237630128e+18    4.585548172420276e+27    5.681707162052786e+28    6.140261979294816e+28
    7.220279155854393e-08         115074279002.085   -2.095359846913644e+17        339.1521084681153                        0                        0                        0    3.824273065374087e+18    4.577418523870185e+27    5.692243124698438e+28    6.149984977085434e+28
    7.254751129741102e-08        115106004249.0923   -1.875303169897298e+17        530.6606190055609                        0                        0                        0    3.409351314216337e+18    4.570021800378933e+27     5.70274502196776e+28    6.159747202005655e+28
    7.290145694504572e-08        115138578574.9353   -1.652856686227679e+17        53.75840381952003                        0                        0                        0    2.989736871882732e+18    4.561654357958834e+27    5.713654764089071e+28      6.1698201998849e+28
    7.325840568201098e-08        115171429281.0958   -1.432037274956219e+17        644.1085099056363                        0                        0                        0    2.572891735027069e+18    4.553636208947306e+27    5.724697211995269e+28     6.18006083288999e+28
    7.362424418861205e-08        115205098130.5351   -1.209302313294602e+17        393.1756535023451                        0                        0                        0    2.151820706566963e+18    4.545821701308181e+27    5.736028452838142e+28    6.190610622968954e+28
    7.398427614000394e-08        115238232591.0858   -9.935631082294733e+16       -293.9768255800009                        0                        0                        0    1.744239739763532e+18    4.537808862684527e+27    5.747124490404101e+28    6.200905376672531e+28
    7.432448030246561e-08        115269542260.5654   -7.927862403600179e+16        47.39809894561768                        0                        0                        0    1.365894745632367e+18     4.53012928770078e+27    5.757528951890955e+28    6.210541880661009e+28
    7.466218470122032e-08        115300621871.7917   -5.963822943180083e+16        243.0452327728271                        0                        0                        0    9.966597716896072e+17    4.523617749926604e+27    5.767705136189833e+28    6.220066911182452e+28
     7.50089809335038e-08        115332538222.6412   -3.976280450402816e+16        48.26565417647362                        0                        0                        0    6.240804606297702e+17    4.515823260718833e+27     5.77829942736407e+28    6.229881753435975e+28
    7.536691385878633e-08        115365479505.6207   -1.955351449223885e+16        -23.5116480588913                        0                        0                        0    2.480918169152061e+17    4.508691853114223e+27    5.789227414812751e+28    6.240096600124158e+28
    7.572970476987678e-08        115398867878.7504          623313425874944       -150.3372022509575                        0                        0                        0   -1.210353233642291e+17     4.50197206292823e+27    5.800353797689457e+28    6.250551003982275e+28
    7.609187919757487e-08          115432199515.68    2.046717258202522e+16         129.766322016716                        0                        0                        0   -4.761233564323021e+17    4.494818499984254e+27    5.811505882543966e+28    6.260987732542327e+28
    7.644324364750335e-08        115464536288.7359    3.944312495771981e+16        362.4966049194336                        0                        0                        0   -8.105747341372785e+17     4.48795146630314e+27    5.822229517057682e+28    6.271024663687977e+28
    7.678976243510272e-08        115496427105.7962    5.790055282886963e+16        258.0603636205196                        0                        0                        0   -1.132510383165768e+18    4.481816733829009e+27    5.832688640240973e+28    6.280870313623878e+28
    7.713980827337875e-08        115528642524.3845    7.629625071325901e+16         51.7739519327879                        0                        0                        0   -1.447152715020165e+18    4.475175849913357e+27    5.843305702588732e+28    6.290823287580085e+28
    7.749440760419485e-08        115561277009.9981    9.468599973865165e+16        252.5308549404144                        0                        0                        0    -1.75294893394595e+18    4.468272262508386e+27    5.854140260651228e+28    6.300967486902032e+28
    7.785231053329233e-08         115594215532.369      1.1300841774366e+17       -258.3532937765121                        0                        0                        0   -2.052480327334609e+18    4.462182764253843e+27    5.865073881450679e+28    6.311292157876038e+28
    7.821192210330385e-08        115627311304.3801    1.311893758574986e+17        387.4163575172424                        0                        0                        0   -2.343810679126983e+18    4.455856158836265e+27      5.8761212616926e+28    6.321706877576238e+28
     7.85676429915798e-08          115660049009.17    1.489611925744374e+17       -129.6535007953644                        0                        0                        0   -2.623417703738065e+18    4.449110988490863e+27    5.887064260495752e+28    6.331975359344844e+28
    7.892304603907597e-08        115692757462.4373    1.665191296995817e+17        540.5923365354538                        0                        0                        0   -2.894188075846771e+18     4.44292250679015e+27    5.897898274089894e+28    6.342190524768869e+28
    7.927713436758362e-08        115725344919.4864    1.838289743662003e+17        183.5280846357346                        0                        0                        0    -3.15615692815734e+18    4.436735286621339e+27    5.908673679871636e+28    6.352347208533742e+28
    7.963519255379743e-08          115758297730.48    2.011606136259907e+17        260.2458437979221                        0                        0                        0    -3.41802420011606e+18    4.430078820753219e+27    5.919627999482583e+28    6.362635881557897e+28
    7.999516852074967e-08        115791427038.6707    2.184253135017533e+17        386.6320754289627                        0                        0                        0   -3.674756608022929e+18    4.423898607662461e+27     5.93063781215507e+28    6.373027672921284e+28
      8.0357415892233e-08        115824765388.7629    2.356522121324826e+17       -382.7175070047379                        0                        0                        0    -3.91718180807075e+18    4.417633349156014e+27    5.941760848382441e+28    6.383524183298031e+28
    8.071823388175258e-08        115857972189.9743    2.526801750222618e+17        225.7697017192841                        0                        0                        0   -4.142921415954792e+18    4.411053324782443e+27    5.952877819050838e+28    6.393983151529048e+28
     8.10754573386341e-08        115890848179.1583    2.694243655432945e+17        179.1775764226913                        0                        0                        0   -4.357060868426301e+18    4.404702990072926e+27    5.963836240897003e+28    6.404306539904259e+28
    8.143076288302771e-08        115923547659.0197    2.859794425407386e+17        174.4494129419327                        0                        0                        0   -4.565229351647371e+18    4.398809727529356e+27    5.974647118316075e+28    6.414528091069019e+28
    8.178898251702001e-08        115956515328.3754    3.025814274863534e+17        417.4466588497162                        0                        0                        0   -4.771590608438362e+18    4.392460808760641e+27    5.985537959704599e+28    6.424784040580635e+28
    8.213849892224101e-08        115988682022.1806    3.186985238862561e+17        280.1090106517076                        0                        0                        0   -4.971265826041954e+18    4.386047826846038e+27    5.996161889856509e+28    6.434766672541048e+28
    8.248431672970519e-08        116020508326.6371    3.345769009129789e+17        269.7649475932121                        0                        0                        0   -5.169097136748904e+18    4.380148232719488e+27     6.00664606040952e+28    6.444660883681364e+28
    8.283447511614177e-08        116052734103.2577    3.505989029375913e+17        461.0787161588669                        0                        0                        0   -5.372500929811775e+18     4.37345691743627e+27    6.017380641438216e+28    6.454726333181816e+28
    8.319076912522731e-08        116085524553.5018    3.668591112865185e+17       -531.6477911472321                        0                        0                        0   -5.583426976553091e+18    4.366738632876479e+27    6.028344364858646e+28    6.465018228146338e+28
    8.354557201554551e-08        116118177773.1035    3.830209002165965e+17       -49.37229824066162                        0                        0                        0    -5.79636951153127e+18    4.360688590976468e+27    6.039218149924124e+28    6.475287009021761e+28
    8.389902544670825e-08        116150706799.2804     3.99099718820501e+17        402.0272641181946                        0                        0                        0    -6.01532484916206e+18    4.354353894616402e+27    6.050030543456176e+28    6.485465932917813e+28
    8.424446150104638e-08        116182497970.2331    4.147997322891028e+17        399.8493844270706                        0                        0                        0   -6.238411266308669e+18    4.347515577775993e+27    6.060542615520156e+28    6.495294173297697e+28
    8.458089774883715e-08        116213460870.9899    4.300814541028854e+17        193.6269655823708                        0                        0                        0   -6.454034843700576e+18    4.341577188344617e+27    6.070632072948325e+28    6.504789791782752e+28
    8.491846355615988e-08        116244527727.3696     4.45408672629418e+17        188.8169964551926                        0                        0                        0   -6.660781814702211e+18    4.334705381703362e+27    6.080862162754906e+28    6.514332700925227e+28
    8.526486810725258e-08        116276408031.0156    4.611324562624722e+17        108.8167403042316                        0                        0                        0   -6.866931377600414e+18    4.328298645101843e+27    6.091393688982979e+28    6.524223553493086e+28
    8.561262814483573e-08        116308413082.7944     4.76912740420564e+17        108.9176365733147                        0                        0                        0   -7.071312317267083e+18    4.322138215500425e+27    6.102077978893585e+28    6.534291800443531e+28
     8.59676466639752e-08        116341086147.1478    4.930154902448814e+17       -158.2864545583725                        0                        0                        0   -7.277973396643398e+18    4.315296321567216e+27    6.113176355955659e+28    6.544705988112357e+28
    8.631428548098431e-08        116372988010.7549    5.087320302368492e+17         -68.280517578125                        0                        0                        0   -7.478446713699697e+18    4.309367267589371e+27     6.12380302733182e+28    6.554739754090786e+28
    8.664358702350813e-08        116403294290.3165     5.23643284886123e+17        105.4500849545002                        0                        0                        0   -7.668931453581863e+18    4.304256329544819e+27    6.133618115773277e+28    6.564043748727723e+28
    8.696125406197986e-08        116432529823.2012    5.380153083052513e+17        213.9677765369415                        0                        0                        0   -7.852999941608374e+18    4.298191866521234e+27    6.143101473704585e+28    6.572920660356658e+28
    8.728812734334298e-08        116462612625.0314    5.527974633378184e+17        300.0394386053085                        0                        0                        0   -8.045018330372612e+18    4.291820742236351e+27    6.152902306829909e+28    6.582084381053493e+28
    8.762782816516751e-08        116493875971.0654    5.681605222001715e+17        -52.4819610118866                        0                        0                        0   -8.249636266525868e+18    4.286010223569163e+27    6.163139034030399e+28    6.591740056387282e+28
    8.796795079710936e-08        116525178137.1285     5.83548099612393e+17        286.0898602604866                        0                        0                        0   -8.463939305042649e+18    4.280005066476352e+27    6.173633941163971e+28    6.601634447811582e+28
    8.832507956064829e-08        116558045411.4944    5.997114974621225e+17       -53.59098958969116                        0                        0                        0   -8.702667137156727e+18     4.27370765830312e+27     6.18489383885534e+28    6.612264604685605e+28
    8.866672692268108e-08        116589487901.5171    6.151771350544046e+17         366.682186961174                        0                        0                        0   -8.943085341727613e+18    4.267909082046153e+27    6.195384789972891e+28    6.622175698177521e+28
    8.898296597115713e-08        116618592013.6265    6.294927022140946e+17        202.6589304208755                        0                        0                        0   -9.174760518317933e+18    4.262470479438396e+27    6.204858048491358e+28    6.631105096435198e+28
    8.929883706660162e-08        116647662262.2822    6.437896574457139e+17        109.9168262481689                        0                        0                        0   -9.411688740766794e+18    4.256616045160833e+27    6.214255900763392e+28    6.639917505279457e+28
    8.962406686113968e-08        116677593810.7335     6.58506454245631e+17       -160.5091919898987                        0                        0                        0    -9.65707450774256e+18    4.250332969796819e+27    6.223984145067863e+28    6.649017442047531e+28
    8.994912279589148e-08        116707509358.5204    6.732109967663498e+17       -342.3461585044861                        0                        0                        0   -9.901973445390598e+18    4.244841509236963e+27    6.233744553921868e+28    6.658228704845526e+28
    9.027941136050664e-08        116737906475.6989    6.881485263670861e+17       -160.6986312866211                        0                        0                        0   -1.014952242641422e+19    4.238503147438627e+27    6.243978227312407e+28    6.667828542056217e+28
    9.062564814594277e-08        116769771339.5365    7.038064922738458e+17         247.744309425354                        0                        0                        0   -1.040725755246987e+19     4.23273501322291e+27    6.254900732842374e+28     6.67817423416464e+28
    9.096144736479921e-08        116800675613.2461    7.190002432891607e+17        220.1426672935486                        0                        0                        0   -1.065715044246156e+19    4.226216951322118e+27    6.265381429698261e+28     6.68800312483047e+28
    9.126992418618799e-08        116829065352.0722    7.329725865185791e+17       -237.2486501932144                        0                        0                        0   -1.088851378002061e+19    4.221370199130025e+27    6.274664878121152e+28    6.696801898034156e+28
    9.157621196341114e-08        116857253628.7856    7.468647168790108e+17        -262.799507021904                        0                        0                        0   -1.112053361696079e+19    4.215449141520526e+27    6.283838945348092e+28    6.705383859500122e+28
    9.189262236532745e-08        116886373510.8947    7.612396325763748e+17       -24.08274364471436                        0                        0                        0   -1.135932517754167e+19    4.209217559017456e+27    6.293282102012811e+28    6.714203857914496e+28
    9.222348690089104e-08         116916823635.832    7.762992958462802e+17        86.59065008163452                        0                        0                        0   -1.161197352548616e+19    4.203232622201829e+27    6.303152689142834e+28    6.723475951362979e+28
    9.255935616480041e-08        116947734355.9279    7.916107693349519e+17       -159.7788062095642                        0                        0                        0   -1.188118588706816e+19    4.196734137647295e+27    6.313385598826843e+28    6.733059012591534e+28
    9.290294836868806e-08        116979355833.6361    8.072948048844268e+17        267.9623441696167                        0                        0                        0   -1.217121141582144e+19    4.190412230588482e+27    6.324133181513448e+28    6.743174404572264e+28
    9.325304213377173e-08        117011575663.0242    8.235760197146291e+17       -65.37157964706421                        0                        0                        0   -1.247780767525807e+19    4.183624657098279e+27    6.335247822319152e+28    6.753610288028944e+28
    9.358532342957404e-08        117042156175.2395    8.417296248356352e+17         195.246512055397                        0                        0                        0   -1.280743400660795e+19    4.177870491229707e+27    6.345505445447109e+28    6.763292494570033e+28
    9.390897328771759e-08        117071942318.9841    8.686532879878308e+17        140.4226342439651                        0                        0                        0   -1.328429731019389e+19    4.170918425101964e+27    6.355387892825855e+28    6.772479735336033e+28
    9.423706366554202e-08         117102137132.636     8.99552450418942e+17       -41.33008766174316                        0                        0                        0   -1.382866868848523e+19    4.163405778419141e+27    6.365294389738923e+28    6.781634967580819e+28
    9.457378425793431e-08         117133126202.195    9.306785101129533e+17       -192.9989218115807                        0                        0                        0    -1.43713006968351e+19    4.155740802653339e+27    6.375410007002013e+28    6.790984087267312e+28
    9.490684925754293e-08         117163778840.239    9.617305186965263e+17        181.4566518068314                        0                        0                        0   -1.490774478232781e+19    4.148102599947836e+27    6.385496773731794e+28     6.80030703372656e+28
    9.524146741595301e-08        117194574418.5938    9.952933876399798e+17          283.81507396698                        0                        0                        0   -1.547806550300189e+19    4.140445356285282e+27    6.395824578398678e+28    6.809869114027162e+28
    9.558156446493371e-08        117225874230.2058    1.032915365965378e+18        400.5615267753601                        0                        0                        0   -1.610593151245912e+19    4.132533607407415e+27    6.406639749499288e+28    6.819893110240015e+28
    9.592806349205212e-08        117257763228.6695    1.071533343964498e+18       -401.5507411956787                        0                        0                        0   -1.674331150587077e+19    4.125321643708608e+27    6.417700763900805e+28    6.830232928271624e+28
    9.626748560455048e-08         117289000924.527    1.108485281408631e+18        383.8952097892761                        0                        0                        0   -1.734217417065627e+19    4.117960306156707e+27     6.42828195479902e+28    6.840077985414678e+28
    9.659312562083778e-08        117318970226.5058    1.143398586657768e+18        187.8624448776245                        0                        0                        0   -1.790306907453651e+19    4.111211668707222e+27      6.4380876012901e+28    6.849208768160772e+28
    9.692289603247086e-08        117349319657.0291    1.177914877015155e+18        303.7111673355103                        0                        0                        0   -1.847233025944588e+19    4.103390286179462e+27     6.44796122242824e+28     6.85830025104619e+28
    9.725775859939289e-08        117380137728.7884    1.212264417722347e+18        55.15557765960693                        0                        0                        0   -1.905793615957647e+19    4.095510718777394e+27    6.457998029537315e+28    6.867549101415047e+28
    9.760509283469305e-08        117412103593.1313    1.247960271923191e+18       -77.33032464981079                        0                        0                        0   -1.967409030217518e+19    4.088058222511075e+27    6.468506944456672e+28    6.877312766707747e+28
    9.795269364022485e-08        117444093990.4659    1.283887501027784e+18       -3.984621524810791                        0                        0                        0   -2.029599906654308e+19     4.08069596756662e+27    6.479338818748882e+28    6.887408415505492e+28
    9.830312338560758e-08        117476344740.7931    1.320023216898268e+18        99.61147284507751                        0                        0                        0   -2.092253616242115e+19    4.073961043258388e+27    6.490513052450715e+28    6.897909156776537e+28
    9.864620177529682e-08        117507918931.1531    1.355323412115366e+18        17.89007091522217                        0                        0                        0   -2.153586788428707e+19    4.067097363336057e+27    6.501287735506904e+28    6.907997471840497e+28
    9.897277076928602e-08         117537973728.808    1.388865859299573e+18        505.2715401649475                        0                        0                        0   -2.211738833281539e+19    4.060835471153581e+27    6.511170234038349e+28    6.917253781153715e+28
    9.929382945775788e-08        117567521402.0254    1.421717151132145e+18       -193.9734766483307                        0                        0                        0    -2.26830902153602e+19    4.053780497270109e+27    6.520753976493585e+28    6.926132026220511e+28
    9.961972236544726e-08        117597513978.1057     1.45493175543607e+18       -494.2671852111816                        0                        0                        0   -2.325055556045828e+19    4.046917574849516e+27    6.530431983648517e+28    6.935123741133412e+28
    9.994880064941508e-08        117627799710.7359    1.488291600226191e+18       -104.7158679962158                        0                        0                        0   -2.381641922695515e+19    4.040318832652417e+27    6.540313176765213e+28    6.944345060030396e+28
    1.002913164534952e-07        117659322125.2171    1.522801214655268e+18        96.88115930557251                        0                        0                        0   -2.439637929553864e+19    4.033407189759266e+27    6.550909224618409e+28    6.954249943594323e+28
    1.006437774193429e-07        117691759812.8261    1.558126729207612e+18        695.8851881027222                        0                        0                        0   -2.497531455776636e+19     4.02641095788728e+27    6.562033818190611e+28    6.964674913979325e+28
    1.009741476357872e-07        117722164444.5856    1.591060569800288e+18       -2.716598987579346                        0                        0                        0    -2.54965662353272e+19    4.020240891965534e+27    6.572391893041884e+28    6.974415982238432e+28
    1.012842084312081e-07        117750699959.7097    1.621784470788201e+18        62.19868230819702                        0                        0                        0   -2.596783798174052e+19    4.014793816498998e+27    6.581859705196907e+28    6.983339086846773e+28
     1.01598863975442e-07        117779658338.7567    1.652739076104717e+18        48.30460500717163                        0                        0                        0   -2.642511088816382e+19    4.008756319806865e+27    6.591291714185264e+28     6.99216734616593e+28
    1.019152547754826e-07         117808776416.866    1.683617611591494e+18        44.61118221282959                        0                        0                        0   -2.687665173372761e+19    4.002365935043774e+27    6.600703898275605e+28    7.000940491779981e+28
    1.022368388427448e-07        117838372441.7443    1.714784253087852e+18        348.0879254341125                        0                        0                        0    -2.73487454949098e+19    3.995915433091472e+27    6.610336702942032e+28     7.00992824625116e+28
    1.025673099508843e-07        117868786358.7686    1.746623325215025e+18       -182.0300092697144                        0                        0                        0   -2.784845990853442e+19     3.98968160922205e+27    6.620469630691045e+28    7.019437791613182e+28
    1.029067790430549e-07        117900028378.2594    1.779122316352999e+18        67.70693683624268                        0                        0                        0   -2.836357166498478e+19    3.983367143620692e+27    6.631066863032744e+28    7.029403577394782e+28
    1.032219003526511e-07        117929029622.6241    1.809063934690548e+18        232.6755220592022                        0                        0                        0   -2.884117349237156e+19    3.977936395942704e+27    6.640840910013664e+28    7.038634549607845e+28
    1.035185193965521e-07        117956328066.4726    1.837017009002568e+18       -26.09606140851974                        0                        0                        0   -2.928696641788007e+19    3.973016647462693e+27    6.649823075806149e+28    7.047124740552423e+28
    1.038252349565434e-07        117984555712.8897    1.865690059327543e+18        135.2266485691071                        0                        0                        0   -2.974195889902401e+19    3.966901675628261e+27    6.659137732118208e+28    7.055827899681028e+28
    1.041329839736129e-07        118012878470.4283    1.894246700702884e+18        277.1915411949158                        0                        0                        0   -3.019496122712771e+19     3.96086266854333e+27    6.668403247800424e+28    7.064489514654708e+28
     1.04454090356318e-07        118042430533.0417    1.923828678961524e+18        509.6399755477905                        0                        0                        0   -3.066370801752921e+19    3.955100282983226e+27    6.677943575737533e+28    7.073453604035814e+28
    1.047815140340687e-07        118072563988.9522     1.95377235490608e+18       -45.36863708496094                        0                        0                        0   -3.113298258641069e+19    3.949450025753068e+27    6.687755627005396e+28    7.082700629580709e+28
    1.051115390044598e-07        118102936847.0275    1.983727481008059e+18        472.4543221592903                        0                        0                        0   -3.159723017670835e+19    3.942797343687615e+27    6.698102158061271e+28    7.092381892429986e+28
    1.054527312122727e-07         118134337448.297    2.014450798210467e+18        419.3389299511909                        0                        0                        0   -3.206976820411995e+19    3.936991273460994e+27    6.708797043406106e+28    7.102496170752165e+28
    1.057733659559818e-07        118163846105.0298    2.043100999936638e+18       -167.8604701757431                        0                        0                        0   -3.251111864724581e+19    3.931602122620093e+27    6.718543584826054e+28    7.111703797088008e+28
    1.060698137696336e-07        118191128790.2158    2.069365571675609e+18       -164.6130644083023                        0                        0                        0    -3.29163494440463e+19    3.926342896022444e+27      6.7275558541174e+28     7.12019014371959e+28
    1.063707612674712e-07        118218825590.3369    2.095831474435126e+18        390.8157163858414                        0                        0                        0    -3.33218182756967e+19     3.92086232972193e+27    6.736562067480854e+28    7.128648300453032e+28
    1.066817311508435e-07        118247444770.6435    2.122970418540337e+18        41.43601027131081                        0                        0                        0     -3.3734553588287e+19     3.91503599331374e+27    6.745696118875584e+28    7.137199718206921e+28
    1.070028890008178e-07        118277001569.8923    2.150777977857547e+18        325.1502267718315                        0                        0                        0   -3.415328068283966e+19    3.909206479984643e+27    6.755052915531851e+28    7.145973563530272e+28
    1.073162331474415e-07        118305839258.3941    2.177691023374234e+18        287.7949941158295                        0                        0                        0   -3.455239286862175e+19    3.903671613988993e+27    6.764302541952702e+28    7.154669703351486e+28
    1.076408852105844e-07        118335717637.0695    2.205349464438986e+18        421.1828091740608                        0                        0                        0   -3.495727809691193e+19    3.897688522942293e+27    6.774285845910855e+28    7.164054698205047e+28
    1.079801277020305e-07        118366938802.0422    2.234006976422132e+18       -5.325671136379242                        0                        0                        0   -3.537289332408326e+19    3.892084015751555e+27    6.785099735196039e+28    7.174308136771196e+28
    1.083034408375295e-07        118396693956.5284    2.261079420448274e+18        362.5940160751343                        0                        0                        0   -3.577460588354924e+19    3.887179593584214e+27     6.79538924981471e+28    7.184107209173052e+28
     1.08596082852702e-07        118423626386.4686    2.285389943508878e+18        56.84840834140778                        0                        0                        0   -3.614659315181552e+19    3.883691192926688e+27    6.804173331066896e+28    7.192542450359552e+28
    1.088849038186096e-07        118450207157.6031     2.30920589877929e+18        39.75336337089539                        0                        0                        0   -3.650398422802409e+19    3.879013123851747e+27    6.812505095682904e+28    7.200406408068035e+28
    1.091846183407377e-07        118477790484.5038    2.333739096336534e+18        250.6442424058914                        0                        0                        0   -3.685766855005373e+19    3.873511423239678e+27    6.821015621721888e+28    7.208366764045781e+28
     1.09497361566666e-07        118506572869.0721    2.359153263793973e+18       -21.55743801593781                        0                        0                        0   -3.721684083504745e+19    3.867383537671234e+27    6.829958853123957e+28    7.216697206891042e+28
    1.098219972583488e-07        118536449741.0492    2.385326048288473e+18        181.8400305509567                        0                        0                        0   -3.758545671409653e+19    3.861558933192075e+27    6.839388115223431e+28    7.225544008542588e+28
    1.101448031384391e-07        118566158211.8057    2.411138107342127e+18         91.9276387244463                        0                        0                        0   -3.794901042401069e+19    3.856327441293565e+27    6.849079372517725e+28    7.234712116647051e+28
    1.104696733997569e-07        118596056671.6953    2.436900924840005e+18        232.7693390846252                        0                        0                        0   -3.831321021009569e+19    3.850960609086512e+27    6.859411910678094e+28    7.244507971586691e+28
    1.108047645818727e-07        118626895783.3678    2.463253844112059e+18        265.1482281684875                        0                        0                        0   -3.868858663360528e+19    3.845687165090923e+27    6.870579323189374e+28    7.255148039698411e+28
    1.111362729727755e-07        118657405163.5994    2.489108950289569e+18        113.9621827602386                        0                        0                        0   -3.906530480447871e+19    3.841643184820721e+27    6.880665112867879e+28    7.264829431349903e+28
    1.114457597922721e-07        118685887854.5713    2.513054986746943e+18        137.1621580123901                        0                        0                        0   -3.942201266003619e+19    3.836857650473857e+27    6.889485148133062e+28    7.273170913180396e+28
     1.11735563165105e-07        118712559038.5797    2.535312635992783e+18       -218.1110525131226                        0                        0                        0    -3.97583598582456e+19    3.831742722568619e+27    6.897632077352041e+28    7.280806349608837e+28
    1.120336128651781e-07        118739989148.5768    2.558038707136848e+18        83.68924713134766                        0                        0                        0   -4.010651672822825e+19    3.825995038866516e+27    6.906129509078703e+28    7.288729012965247e+28
    1.123433292286894e-07        118768492964.9433    2.581479651649457e+18        269.0273931026459                        0                        0                        0   -4.047270710615017e+19    3.820220355298673e+27    6.915204807629391e+28    7.297226843159226e+28
    1.126685314103763e-07        118798421972.1286    2.605903313783459e+18       -214.0747039318085                        0                        0                        0   -4.086226210373046e+19    3.815316060939065e+27    6.925033030876962e+28     7.30656463697085e+28
     1.12990741307204e-07        118828075593.3533    2.629911485334084e+18       -103.6494402885437                        0                        0                        0   -4.125756100079416e+19    3.810140705290566e+27    6.934994352229906e+28    7.316008422758892e+28
